25.84777037	0.028926463	0.008921108
29.07874166	0.070514175	0.019313697
32.30971296	0.0948157	0.023930567
35.54068426	0.095823313	0.010813806
38.77165555	0.118881575	0.039477941
42.00262685	0.093229475	0.016495532
45.23359814	0.098592475	0.01279437
48.46456944	0.108866088	0.016968821
51.69554074	0.106768863	0.013830418
54.92651203	0.113460738	0.011592823
58.15748333	0.116720863	0.021663079
61.38845462	0.123302838	0.020344521
64.61942592	0.115889575	0.013361587
67.85039722	0.116027163	0.016872474
71.08136851	0.1279309	0.035294513
74.31233981	0.11734575	0.014210973
77.5433111	0.1194333	0.015972814
80.7742824	0.11063135	0.011619111
