25.84777037	58.4553625	1.014103713
29.07874166	67.20145	1.234758272
32.30971296	70.00155	1.564455481
35.54068426	70.88405	0.77704977
38.77165555	72.2153625	1.829451121
42.00262685	71.345875	0.995665393
45.23359814	71.3519		0.967412673
48.46456944	72.0886375	0.656085558
51.69554074	72.0000625	0.464925554
54.92651203	72.3722		0.861669054
58.15748333	72.3251625	0.873087193
61.38845462	72.6659125	0.876178776
64.61942592	72.0702375	0.534314679
67.85039722	71.7994125	0.675978155
71.08136851	72.5967375	1.360833455
74.31233981	72.7428625	0.878731243
77.5433111	72.6609375	1.30308139
80.7742824	72.1482875	1.035040343
