# X	Y	dX	dY
0 3.219864581	0	0.229170504
0.934950635	3.226826641	0.273579819	0.283933616
1.64674429	2.984696208	0.153779824	0.216997867
1.981540805	3.146051375	0.261233668	0.244689213
2.51542215	3.078178651	0.070108898	0.320569148
3.0023752	2.50807168	0.178240255	0.348262113
3.4152317	2.822133959	0.226299928	0.404381488
5.39196335	3.200536653	0.059002309	0.118581951
