25.84777037	0.159018	0.002015325
29.07874166	0.17801425	0.002805512
32.30971296	0.18627525	0.003811302
35.54068426	0.190750875	0.003313745
38.77165555	0.190321	0.001744634
42.00262685	0.190013	0.00262378
45.23359814	0.190461625	0.002007963
48.46456944	0.1908405	0.001538792
51.69554074	0.190499625	0.00254251
54.92651203	0.19262075	0.002580764
58.15748333	0.192689	0.001642183
61.38845462	0.1948245	0.001751537
64.61942592	0.1953235	0.001851613
67.85039722	0.19477025	0.000694934
71.08136851	0.1940515	0.001648559
74.31233981	0.1954235	0.002499679
77.5433111	0.195112125	0.002193389
80.7742824	0.195069	0.001634618
