25.84777037	446.5536	609.9895599
29.07874166	92.4270125	18.7801292
32.30971296	64.1868625	4.88745063
35.54068426	55.3692875	7.098051014
38.77165555	53.9517		13.60129127
42.00262685	44.385025	5.624006409
45.23359814	43.0486		2.899226876
48.46456944	46.2011625	7.66703497
51.69554074	45.45115	7.010354942
54.92651203	47.60785	7.486486943
58.15748333	45.20435	3.764956296
61.38845462	46.0928625	4.118859258
64.61942592	45.6373		5.641760784
67.85039722	46.08155	3.045669522
71.08136851	46.9441625	8.06387827
74.31233981	42.838275	3.429207525
77.5433111	46.6295875	4.148788131
80.7742824	46.87105	7.139609911
