25.84777037	45.3876725	65.57836319
29.07874166	5.8198525	1.138274471
32.30971296	4.73406375	1.003127983
35.54068426	4.1712875	0.5856510488
38.77165555	5.0006475	1.746051068
42.00262685	3.55235875	0.8330268314
45.23359814	3.5927275	0.5411691736
48.46456944	4.020945	0.5742823979
51.69554074	4.0269825	0.6481414617
54.92651203	4.4305725	0.6262108863
58.15748333	4.3886325	0.8147812226
61.38845462	4.55515		0.7586621961
64.61942592	4.29761625	0.5280686243
67.85039722	4.23769625	0.5611855601
71.08136851	4.6689625	1.495022329
74.31233981	4.09491375	0.5988362754
77.5433111	4.26433375	0.7372518942
80.7742824	3.98477		0.5701332962
