25.84777037	544.7960958	354.5437244
29.07874166	124.493925	41.16992896
32.30971296	81.531625	13.38704458
35.54068426	68.3608625	12.6823632
38.77165555	59.0426		5.967507814
42.00262685	58.8345875	11.59299015
45.23359814	54.516425	10.38379154
48.46456944	48.6170875	6.357611085
51.69554074	48.7704625	7.510611052
54.92651203	49.967425	7.969444296
58.15748333	48.7130625	9.119639449
61.38845462	47.87735	7.443235108
64.61942592	44.8993125	6.593535587
67.85039722	42.7615375	8.308970859
71.08136851	46.740275	9.572732094
74.31233981	43.0048125	6.970890018
77.5433111	43.2646875	8.282052088
80.7742824	42.283825	7.54135409
