25.84777037	18.50725	5.772530214
29.07874166	6.199225	1.028886476
32.30971296	5.596275	1.78264757
35.54068426	5.67052		1.70255263
38.77165555	5.21872375	0.9486124992
42.00262685	4.95470875	1.357632009
45.23359814	4.81419125	1.009624925
48.46456944	4.37587625	0.569761282
51.69554074	4.1560925	0.7465702787
54.92651203	4.84514875	1.180627686
58.15748333	4.728515	1.467493596
61.38845462	4.99954375	1.567451126
64.61942592	4.8448575	1.170542067
67.85039722	4.443365	0.9799710481
71.08136851	4.4612975	1.417312244
74.31233981	4.5157975	1.644236005
77.5433111	4.045505	1.191680436
80.7742824	3.91590375	1.14860685
