25.84777037	544796.0958	354543.7244
29.07874166	124493.925	41169.92896
32.30971296	81531.625	13387.04458
35.54068426	68360.8625	12682.3632
38.77165555	59042.6		5967.507814
42.00262685	58834.5875	11592.99015
45.23359814	54516.425	10383.79154
48.46456944	48617.0875	6357.611085
51.69554074	48770.4625	7510.611052
54.92651203	49967.425	7969.444296
58.15748333	48713.0625	9119.639449
61.38845462	47877.35	7443.235108
64.61942592	44899.3125	6593.535587
67.85039722	42761.5375	8308.970859
71.08136851	46740.275	9572.732094
74.31233981	43004.8125	6970.890018
77.5433111	43264.6875	8282.052088
80.7742824	42283.825	7541.35409
