25.84777037	58.2768875	1.007287019
29.07874166	66.76665	1.322430073
32.30971296	70.5243		2.267010938
35.54068426	72.9696125	1.9869933
38.77165555	72.7563875	1.147878008
42.00262685	72.313175	1.515086317
45.23359814	72.1275125	1.270480783
48.46456944	72.0230125	0.641429784
51.69554074	71.6202375	1.015657894
54.92651203	72.9268375	1.454843866
58.15748333	72.4783375	1.111283142
61.38845462	73.80775	1.403129753
64.61942592	73.844325	1.485377059
67.85039722	73.2698625	0.999800925
71.08136851	72.526575	1.805339987
74.31233981	73.12855	1.881918851
77.5433111	72.6967		1.374800028
80.7742824	72.29665	1.173257641
